,MVT_GT_Omaha NE
2015-01-01 00:00:00,46
2015-02-01 00:00:00,50
2015-03-01 00:00:00,50
2015-04-01 00:00:00,23
2015-06-01 00:00:00,23
2015-08-01 00:00:00,76
2015-10-01 00:00:00,28
2015-12-01 00:00:00,56
2016-01-01 00:00:00,66
2016-03-01 00:00:00,32
2016-05-01 00:00:00,35
2016-06-01 00:00:00,44
2016-07-01 00:00:00,34
2016-08-01 00:00:00,63
2016-09-01 00:00:00,40
2016-10-01 00:00:00,73
2016-11-01 00:00:00,56
2016-12-01 00:00:00,61
2017-02-01 00:00:00,21
2017-03-01 00:00:00,16
2017-04-01 00:00:00,24
2017-05-01 00:00:00,31
2017-06-01 00:00:00,100
2017-07-01 00:00:00,32
2017-08-01 00:00:00,74
2017-10-01 00:00:00,25
2017-11-01 00:00:00,32
2017-12-01 00:00:00,29
2018-01-01 00:00:00,52
2018-02-01 00:00:00,45
2018-03-01 00:00:00,47
2018-05-01 00:00:00,55
2018-07-01 00:00:00,24
2018-08-01 00:00:00,43
2018-09-01 00:00:00,50
2018-10-01 00:00:00,13
2019-01-01 00:00:00,14
2019-02-01 00:00:00,28
2019-03-01 00:00:00,14
2019-04-01 00:00:00,59
2019-05-01 00:00:00,64
2019-06-01 00:00:00,35
2019-07-01 00:00:00,68
2019-08-01 00:00:00,26
2019-09-01 00:00:00,19
2019-10-01 00:00:00,34
2019-11-01 00:00:00,42
2019-12-01 00:00:00,36
2020-01-01 00:00:00,50
2020-02-01 00:00:00,39
2020-03-01 00:00:00,32
2020-05-01 00:00:00,39
2020-06-01 00:00:00,41
2020-09-01 00:00:00,35
2020-10-01 00:00:00,35
2020-12-01 00:00:00,48
2021-01-01 00:00:00,33
2021-02-01 00:00:00,21
2021-03-01 00:00:00,41
2021-04-01 00:00:00,13
2021-05-01 00:00:00,58
2021-06-01 00:00:00,19
2021-07-01 00:00:00,24
2021-08-01 00:00:00,34
2021-09-01 00:00:00,46
2021-10-01 00:00:00,60
2021-11-01 00:00:00,29
2021-12-01 00:00:00,28
2022-01-01 00:00:00,82
2022-02-01 00:00:00,73
2022-03-01 00:00:00,55
2022-04-01 00:00:00,62
2022-05-01 00:00:00,15
2022-06-01 00:00:00,45
2022-07-01 00:00:00,53
2022-08-01 00:00:00,83
2022-09-01 00:00:00,46
2022-11-01 00:00:00,56
2022-12-01 00:00:00,62
