,MVT_GT_Cincinnati OH
10/01/2015 00:00:00,39
03/01/2016 00:00:00,46
06/01/2016 00:00:00,45
07/01/2016 00:00:00,78
09/01/2016 00:00:00,55
10/01/2016 00:00:00,64
11/01/2016 00:00:00,35
01/01/2017 00:00:00,35
02/01/2017 00:00:00,33
03/01/2017 00:00:00,35
06/01/2017 00:00:00,29
07/01/2017 00:00:00,37
08/01/2017 00:00:00,26
10/01/2017 00:00:00,27
12/01/2017 00:00:00,39
02/01/2018 00:00:00,28
03/01/2018 00:00:00,33
04/01/2018 00:00:00,43
06/01/2018 00:00:00,42
08/01/2018 00:00:00,53
09/01/2018 00:00:00,28
10/01/2018 00:00:00,28
01/01/2019 00:00:00,28
02/01/2019 00:00:00,50
04/01/2019 00:00:00,26
05/01/2019 00:00:00,30
07/01/2019 00:00:00,32
08/01/2019 00:00:00,60
09/01/2019 00:00:00,25
10/01/2019 00:00:00,26
11/01/2019 00:00:00,25
01/01/2020 00:00:00,41
02/01/2020 00:00:00,28
03/01/2020 00:00:00,32
05/01/2020 00:00:00,28
07/01/2020 00:00:00,22
08/01/2020 00:00:00,47
09/01/2020 00:00:00,25
10/01/2020 00:00:00,30
12/01/2020 00:00:00,44
01/01/2021 00:00:00,33
03/01/2021 00:00:00,38
05/01/2021 00:00:00,26
06/01/2021 00:00:00,39
08/01/2021 00:00:00,32
10/01/2021 00:00:00,47
11/01/2021 00:00:00,31
12/01/2021 00:00:00,31
01/01/2022 00:00:00,48
02/01/2022 00:00:00,29
03/01/2022 00:00:00,51
04/01/2022 00:00:00,40
05/01/2022 00:00:00,31
06/01/2022 00:00:00,24
07/01/2022 00:00:00,51
08/01/2022 00:00:00,56
09/01/2022 00:00:00,62
10/01/2022 00:00:00,100
11/01/2022 00:00:00,23
12/01/2022 00:00:00,75
