,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,84
2015-06-01 00:00:00,100
2015-11-01 00:00:00,58
2016-01-01 00:00:00,70
2016-02-01 00:00:00,55
2016-08-01 00:00:00,70
2016-09-01 00:00:00,33
2016-11-01 00:00:00,47
2017-03-01 00:00:00,63
2017-04-01 00:00:00,91
2017-06-01 00:00:00,76
2017-10-01 00:00:00,97
2017-11-01 00:00:00,50
2017-12-01 00:00:00,41
2018-01-01 00:00:00,26
2018-02-01 00:00:00,57
2018-03-01 00:00:00,56
2018-04-01 00:00:00,30
2018-05-01 00:00:00,51
2018-09-01 00:00:00,66
2018-12-01 00:00:00,51
2019-02-01 00:00:00,35
2019-03-01 00:00:00,29
2019-04-01 00:00:00,57
2019-07-01 00:00:00,29
2019-09-01 00:00:00,24
2020-01-01 00:00:00,29
2020-02-01 00:00:00,50
2020-03-01 00:00:00,23
2020-05-01 00:00:00,58
2020-06-01 00:00:00,24
2020-07-01 00:00:00,35
2020-10-01 00:00:00,24
2020-12-01 00:00:00,77
2021-01-01 00:00:00,51
2021-02-01 00:00:00,28
2021-03-01 00:00:00,52
2021-04-01 00:00:00,30
2021-05-01 00:00:00,25
2021-06-01 00:00:00,62
2021-07-01 00:00:00,97
2021-08-01 00:00:00,28
2021-11-01 00:00:00,37
2022-02-01 00:00:00,58
2022-03-01 00:00:00,45
2022-06-01 00:00:00,64
2022-07-01 00:00:00,57
2022-08-01 00:00:00,60
2022-10-01 00:00:00,46
2022-12-01 00:00:00,41
