,MVT_GT_Cincinnati OH
08/01/2015 00:00:00,46
12/01/2015 00:00:00,63
01/01/2016 00:00:00,37
03/01/2016 00:00:00,47
05/01/2016 00:00:00,33
06/01/2016 00:00:00,38
07/01/2016 00:00:00,41
10/01/2016 00:00:00,64
11/01/2016 00:00:00,40
12/01/2016 00:00:00,29
02/01/2017 00:00:00,36
03/01/2017 00:00:00,36
06/01/2017 00:00:00,65
07/01/2017 00:00:00,43
08/01/2017 00:00:00,33
09/01/2017 00:00:00,30
11/01/2017 00:00:00,40
12/01/2017 00:00:00,57
02/01/2018 00:00:00,27
03/01/2018 00:00:00,58
04/01/2018 00:00:00,37
05/01/2018 00:00:00,46
07/01/2018 00:00:00,33
08/01/2018 00:00:00,100
09/01/2018 00:00:00,28
10/01/2018 00:00:00,35
12/01/2018 00:00:00,32
01/01/2019 00:00:00,37
02/01/2019 00:00:00,41
04/01/2019 00:00:00,48
05/01/2019 00:00:00,26
07/01/2019 00:00:00,35
08/01/2019 00:00:00,55
09/01/2019 00:00:00,33
10/01/2019 00:00:00,61
01/01/2020 00:00:00,47
02/01/2020 00:00:00,26
03/01/2020 00:00:00,34
05/01/2020 00:00:00,27
07/01/2020 00:00:00,31
08/01/2020 00:00:00,38
09/01/2020 00:00:00,32
12/01/2020 00:00:00,29
01/01/2021 00:00:00,29
02/01/2021 00:00:00,48
06/01/2021 00:00:00,52
07/01/2021 00:00:00,43
09/01/2021 00:00:00,45
10/01/2021 00:00:00,60
11/01/2021 00:00:00,33
12/01/2021 00:00:00,26
01/01/2022 00:00:00,43
02/01/2022 00:00:00,43
03/01/2022 00:00:00,47
04/01/2022 00:00:00,38
05/01/2022 00:00:00,49
07/01/2022 00:00:00,51
08/01/2022 00:00:00,59
09/01/2022 00:00:00,65
10/01/2022 00:00:00,51
11/01/2022 00:00:00,31
12/01/2022 00:00:00,79
