,MVT_GT_Colorado Springs-Pueblo CO
2015-04-01 00:00:00,100
2015-07-01 00:00:00,39
2015-08-01 00:00:00,36
2015-11-01 00:00:00,38
2016-01-01 00:00:00,37
2016-06-01 00:00:00,57
2016-07-01 00:00:00,19
2016-11-01 00:00:00,18
2016-12-01 00:00:00,52
2017-01-01 00:00:00,44
2017-02-01 00:00:00,28
2017-05-01 00:00:00,16
2017-07-01 00:00:00,25
2017-08-01 00:00:00,38
2018-01-01 00:00:00,45
2018-02-01 00:00:00,52
2018-03-01 00:00:00,42
2018-04-01 00:00:00,27
2018-05-01 00:00:00,50
2018-06-01 00:00:00,24
2018-07-01 00:00:00,17
2018-08-01 00:00:00,26
2018-09-01 00:00:00,35
2018-11-01 00:00:00,56
2019-03-01 00:00:00,38
2019-05-01 00:00:00,15
2019-06-01 00:00:00,25
2019-07-01 00:00:00,54
2019-11-01 00:00:00,24
2019-12-01 00:00:00,18
2020-01-01 00:00:00,41
2020-02-01 00:00:00,28
2020-04-01 00:00:00,15
2020-05-01 00:00:00,14
2020-06-01 00:00:00,25
2020-07-01 00:00:00,28
2020-08-01 00:00:00,30
2020-09-01 00:00:00,13
2020-12-01 00:00:00,13
2021-02-01 00:00:00,51
2021-03-01 00:00:00,28
2021-07-01 00:00:00,40
2021-08-01 00:00:00,36
2021-09-01 00:00:00,29
2021-10-01 00:00:00,41
2021-11-01 00:00:00,20
2022-01-01 00:00:00,17
2022-02-01 00:00:00,13
2022-03-01 00:00:00,51
2022-04-01 00:00:00,24
2022-05-01 00:00:00,22
2022-06-01 00:00:00,12
2022-07-01 00:00:00,22
2022-08-01 00:00:00,23
2022-09-01 00:00:00,26
2022-10-01 00:00:00,14
2022-12-01 00:00:00,24
