,MVT_GT_Louisville KY
2015-01-01 00:00:00,23
2015-03-01 00:00:00,78
2015-08-01 00:00:00,33
2015-09-01 00:00:00,31
2015-10-01 00:00:00,48
2015-12-01 00:00:00,58
2016-01-01 00:00:00,55
2016-02-01 00:00:00,38
2016-03-01 00:00:00,33
2016-04-01 00:00:00,43
2016-06-01 00:00:00,81
2016-08-01 00:00:00,76
2016-11-01 00:00:00,40
2016-12-01 00:00:00,24
2017-01-01 00:00:00,19
2017-03-01 00:00:00,20
2017-04-01 00:00:00,46
2017-05-01 00:00:00,30
2017-07-01 00:00:00,33
2017-10-01 00:00:00,45
2017-11-01 00:00:00,36
2017-12-01 00:00:00,30
2018-01-01 00:00:00,48
2018-02-01 00:00:00,17
2018-03-01 00:00:00,19
2018-04-01 00:00:00,41
2018-05-01 00:00:00,17
2018-08-01 00:00:00,29
2018-09-01 00:00:00,54
2018-11-01 00:00:00,28
2018-12-01 00:00:00,56
2019-01-01 00:00:00,28
2019-02-01 00:00:00,34
2019-04-01 00:00:00,42
2019-05-01 00:00:00,18
2019-06-01 00:00:00,56
2019-07-01 00:00:00,23
2019-08-01 00:00:00,39
2019-10-01 00:00:00,29
2019-11-01 00:00:00,16
2019-12-01 00:00:00,58
2020-02-01 00:00:00,33
2020-03-01 00:00:00,41
2020-04-01 00:00:00,21
2020-05-01 00:00:00,25
2020-06-01 00:00:00,30
2020-07-01 00:00:00,20
2020-08-01 00:00:00,21
2020-09-01 00:00:00,47
2020-10-01 00:00:00,13
2020-11-01 00:00:00,65
2020-12-01 00:00:00,41
2021-01-01 00:00:00,57
2021-02-01 00:00:00,20
2021-03-01 00:00:00,30
2021-04-01 00:00:00,16
2021-05-01 00:00:00,32
2021-06-01 00:00:00,32
2021-07-01 00:00:00,47
2021-08-01 00:00:00,24
2021-10-01 00:00:00,18
2021-11-01 00:00:00,48
2021-12-01 00:00:00,49
2022-01-01 00:00:00,100
2022-02-01 00:00:00,22
2022-03-01 00:00:00,38
2022-04-01 00:00:00,16
2022-05-01 00:00:00,21
2022-06-01 00:00:00,29
2022-07-01 00:00:00,24
2022-08-01 00:00:00,31
2022-09-01 00:00:00,64
2022-10-01 00:00:00,34
2022-11-01 00:00:00,18
2022-12-01 00:00:00,20
