,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,30
2015-02-01 00:00:00,33
2015-05-01 00:00:00,33
2015-11-01 00:00:00,31
2015-12-01 00:00:00,100
2016-01-01 00:00:00,34
2016-02-01 00:00:00,14
2016-03-01 00:00:00,29
2016-04-01 00:00:00,73
2016-06-01 00:00:00,67
2016-08-01 00:00:00,31
2016-11-01 00:00:00,34
2017-03-01 00:00:00,21
2017-04-01 00:00:00,46
2017-05-01 00:00:00,27
2017-06-01 00:00:00,16
2017-07-01 00:00:00,51
2017-11-01 00:00:00,19
2017-12-01 00:00:00,18
2018-01-01 00:00:00,18
2018-03-01 00:00:00,28
2018-04-01 00:00:00,31
2018-05-01 00:00:00,16
2018-07-01 00:00:00,21
2018-08-01 00:00:00,18
2018-09-01 00:00:00,32
2018-10-01 00:00:00,27
2018-11-01 00:00:00,25
2018-12-01 00:00:00,27
2019-01-01 00:00:00,20
2019-02-01 00:00:00,17
2019-03-01 00:00:00,24
2019-05-01 00:00:00,46
2019-06-01 00:00:00,37
2019-07-01 00:00:00,27
2019-08-01 00:00:00,22
2019-10-01 00:00:00,16
2019-11-01 00:00:00,46
2019-12-01 00:00:00,31
2020-01-01 00:00:00,48
2020-03-01 00:00:00,19
2020-06-01 00:00:00,53
2020-10-01 00:00:00,14
2020-12-01 00:00:00,38
2021-01-01 00:00:00,27
2021-03-01 00:00:00,23
2021-04-01 00:00:00,63
2021-05-01 00:00:00,19
2021-06-01 00:00:00,26
2021-07-01 00:00:00,11
2021-08-01 00:00:00,15
2021-09-01 00:00:00,25
2021-10-01 00:00:00,28
2021-11-01 00:00:00,29
2021-12-01 00:00:00,38
2022-01-01 00:00:00,35
2022-02-01 00:00:00,37
2022-03-01 00:00:00,18
2022-04-01 00:00:00,33
2022-05-01 00:00:00,10
2022-07-01 00:00:00,30
2022-08-01 00:00:00,19
2022-09-01 00:00:00,43
2022-10-01 00:00:00,25
2022-11-01 00:00:00,37
2022-12-01 00:00:00,42
