,MVT_GT_Cincinnati OH
05/01/2015 00:00:00,66
08/01/2015 00:00:00,65
10/01/2015 00:00:00,62
03/01/2016 00:00:00,71
08/01/2016 00:00:00,42
10/01/2016 00:00:00,51
11/01/2016 00:00:00,52
03/01/2017 00:00:00,31
06/01/2017 00:00:00,48
07/01/2017 00:00:00,43
09/01/2017 00:00:00,39
11/01/2017 00:00:00,40
12/01/2017 00:00:00,59
03/01/2018 00:00:00,51
07/01/2018 00:00:00,43
08/01/2018 00:00:00,51
10/01/2018 00:00:00,35
12/01/2018 00:00:00,41
02/01/2019 00:00:00,54
04/01/2019 00:00:00,42
05/01/2019 00:00:00,55
06/01/2019 00:00:00,34
07/01/2019 00:00:00,53
08/01/2019 00:00:00,68
09/01/2019 00:00:00,47
10/01/2019 00:00:00,40
11/01/2019 00:00:00,49
01/01/2020 00:00:00,33
02/01/2020 00:00:00,46
03/01/2020 00:00:00,39
05/01/2020 00:00:00,52
06/01/2020 00:00:00,32
07/01/2020 00:00:00,37
08/01/2020 00:00:00,37
09/01/2020 00:00:00,32
12/01/2020 00:00:00,72
01/01/2021 00:00:00,30
03/01/2021 00:00:00,52
05/01/2021 00:00:00,32
06/01/2021 00:00:00,72
07/01/2021 00:00:00,31
09/01/2021 00:00:00,45
10/01/2021 00:00:00,60
11/01/2021 00:00:00,67
01/01/2022 00:00:00,51
02/01/2022 00:00:00,33
03/01/2022 00:00:00,55
04/01/2022 00:00:00,51
05/01/2022 00:00:00,41
06/01/2022 00:00:00,46
07/01/2022 00:00:00,90
08/01/2022 00:00:00,72
09/01/2022 00:00:00,85
10/01/2022 00:00:00,100
11/01/2022 00:00:00,35
12/01/2022 00:00:00,89
