,MVT_GT_Tulsa OK
2015-01-01 00:00:00,40
2015-03-01 00:00:00,45
2015-05-01 00:00:00,49
2015-06-01 00:00:00,23
2015-10-01 00:00:00,100
2015-11-01 00:00:00,17
2016-02-01 00:00:00,20
2016-04-01 00:00:00,20
2016-05-01 00:00:00,36
2016-06-01 00:00:00,21
2016-08-01 00:00:00,27
2016-09-01 00:00:00,19
2016-10-01 00:00:00,13
2016-11-01 00:00:00,21
2016-12-01 00:00:00,35
2017-01-01 00:00:00,34
2017-03-01 00:00:00,36
2017-04-01 00:00:00,24
2017-06-01 00:00:00,24
2017-08-01 00:00:00,21
2017-10-01 00:00:00,9
2017-11-01 00:00:00,24
2018-03-01 00:00:00,24
2018-05-01 00:00:00,50
2018-06-01 00:00:00,44
2018-11-01 00:00:00,19
2018-12-01 00:00:00,79
2019-02-01 00:00:00,52
2019-04-01 00:00:00,22
2019-05-01 00:00:00,36
2019-06-01 00:00:00,44
2019-08-01 00:00:00,33
2019-10-01 00:00:00,46
2019-11-01 00:00:00,20
2019-12-01 00:00:00,33
2020-01-01 00:00:00,16
2020-02-01 00:00:00,43
2020-03-01 00:00:00,14
2020-05-01 00:00:00,15
2020-06-01 00:00:00,76
2020-08-01 00:00:00,65
2020-09-01 00:00:00,25
2020-11-01 00:00:00,42
2020-12-01 00:00:00,24
2021-02-01 00:00:00,25
2021-03-01 00:00:00,45
2021-04-01 00:00:00,53
2021-05-01 00:00:00,30
2021-06-01 00:00:00,46
2021-07-01 00:00:00,25
2021-09-01 00:00:00,21
2022-01-01 00:00:00,34
2022-02-01 00:00:00,43
2022-03-01 00:00:00,28
2022-04-01 00:00:00,34
2022-05-01 00:00:00,41
2022-06-01 00:00:00,49
2022-07-01 00:00:00,17
2022-09-01 00:00:00,23
2022-10-01 00:00:00,18
