,MVT_GT_El Paso TX
2015-01-01 00:00:00,95
2015-03-01 00:00:00,81
2015-07-01 00:00:00,66
2015-08-01 00:00:00,71
2015-09-01 00:00:00,48
2015-11-01 00:00:00,62
2016-11-01 00:00:00,54
2017-02-01 00:00:00,44
2017-03-01 00:00:00,34
2017-06-01 00:00:00,73
2017-07-01 00:00:00,73
2017-09-01 00:00:00,63
2017-10-01 00:00:00,43
2017-11-01 00:00:00,85
2018-03-01 00:00:00,35
2018-04-01 00:00:00,66
2018-05-01 00:00:00,100
2019-03-01 00:00:00,34
2019-04-01 00:00:00,39
2019-05-01 00:00:00,32
2019-07-01 00:00:00,55
2019-08-01 00:00:00,47
2020-01-01 00:00:00,25
2020-02-01 00:00:00,35
2020-04-01 00:00:00,42
2020-05-01 00:00:00,22
2020-06-01 00:00:00,35
2020-10-01 00:00:00,58
2020-12-01 00:00:00,50
2021-05-01 00:00:00,63
2021-07-01 00:00:00,69
2021-08-01 00:00:00,27
2021-09-01 00:00:00,26
2021-12-01 00:00:00,39
2022-01-01 00:00:00,57
2022-03-01 00:00:00,34
2022-04-01 00:00:00,43
2022-05-01 00:00:00,28
2022-08-01 00:00:00,47
2022-09-01 00:00:00,57
2022-10-01 00:00:00,39
2022-12-01 00:00:00,78
