,MVT_GT_Omaha NE
2015-01-01 00:00:00,51
2015-02-01 00:00:00,23
2015-03-01 00:00:00,23
2015-04-01 00:00:00,19
2015-05-01 00:00:00,33
2015-08-01 00:00:00,49
2015-11-01 00:00:00,95
2016-01-01 00:00:00,31
2016-03-01 00:00:00,51
2016-04-01 00:00:00,63
2016-05-01 00:00:00,50
2016-06-01 00:00:00,39
2016-07-01 00:00:00,71
2016-08-01 00:00:00,58
2016-09-01 00:00:00,21
2016-10-01 00:00:00,46
2016-11-01 00:00:00,35
2016-12-01 00:00:00,62
2017-03-01 00:00:00,29
2017-04-01 00:00:00,31
2017-05-01 00:00:00,26
2017-07-01 00:00:00,34
2017-08-01 00:00:00,21
2017-10-01 00:00:00,25
2017-11-01 00:00:00,30
2017-12-01 00:00:00,28
2018-01-01 00:00:00,54
2018-02-01 00:00:00,39
2018-03-01 00:00:00,37
2018-04-01 00:00:00,63
2018-05-01 00:00:00,42
2018-07-01 00:00:00,24
2018-09-01 00:00:00,24
2018-10-01 00:00:00,33
2019-01-01 00:00:00,44
2019-02-01 00:00:00,23
2019-03-01 00:00:00,22
2019-04-01 00:00:00,26
2019-05-01 00:00:00,100
2019-07-01 00:00:00,79
2019-08-01 00:00:00,25
2019-09-01 00:00:00,18
2019-11-01 00:00:00,66
2019-12-01 00:00:00,60
2020-01-01 00:00:00,28
2020-02-01 00:00:00,59
2020-03-01 00:00:00,19
2020-05-01 00:00:00,25
2020-06-01 00:00:00,76
2020-08-01 00:00:00,17
2020-09-01 00:00:00,57
2020-10-01 00:00:00,36
2020-12-01 00:00:00,37
2021-01-01 00:00:00,24
2021-03-01 00:00:00,22
2021-04-01 00:00:00,21
2021-07-01 00:00:00,35
2021-08-01 00:00:00,49
2021-09-01 00:00:00,29
2021-10-01 00:00:00,52
2021-12-01 00:00:00,47
2022-02-01 00:00:00,70
2022-03-01 00:00:00,35
2022-04-01 00:00:00,53
2022-05-01 00:00:00,15
2022-06-01 00:00:00,36
2022-07-01 00:00:00,50
2022-08-01 00:00:00,53
2022-09-01 00:00:00,40
2022-10-01 00:00:00,14
2022-11-01 00:00:00,48
2022-12-01 00:00:00,75
