,MVT_GT_Oklahoma City OK
2015-01-01 00:00:00,20
2015-02-01 00:00:00,32
2015-04-01 00:00:00,16
2015-06-01 00:00:00,49
2015-07-01 00:00:00,49
2015-09-01 00:00:00,100
2016-01-01 00:00:00,25
2016-02-01 00:00:00,20
2016-03-01 00:00:00,33
2016-05-01 00:00:00,43
2016-08-01 00:00:00,25
2016-09-01 00:00:00,19
2016-10-01 00:00:00,29
2016-12-01 00:00:00,70
2017-01-01 00:00:00,46
2017-02-01 00:00:00,27
2017-04-01 00:00:00,29
2017-06-01 00:00:00,42
2017-07-01 00:00:00,48
2017-08-01 00:00:00,35
2017-09-01 00:00:00,36
2017-10-01 00:00:00,38
2017-11-01 00:00:00,16
2018-01-01 00:00:00,42
2018-02-01 00:00:00,38
2018-03-01 00:00:00,41
2018-04-01 00:00:00,52
2018-05-01 00:00:00,46
2018-06-01 00:00:00,31
2018-07-01 00:00:00,17
2018-08-01 00:00:00,26
2018-09-01 00:00:00,29
2018-11-01 00:00:00,26
2018-12-01 00:00:00,46
2019-01-01 00:00:00,30
2019-03-01 00:00:00,84
2019-05-01 00:00:00,60
2019-06-01 00:00:00,23
2019-07-01 00:00:00,24
2019-11-01 00:00:00,19
2019-12-01 00:00:00,59
2020-01-01 00:00:00,16
2020-03-01 00:00:00,39
2020-04-01 00:00:00,43
2020-05-01 00:00:00,26
2020-06-01 00:00:00,29
2020-07-01 00:00:00,22
2020-08-01 00:00:00,16
2020-09-01 00:00:00,37
2020-10-01 00:00:00,13
2020-11-01 00:00:00,36
2020-12-01 00:00:00,19
2021-01-01 00:00:00,15
2021-02-01 00:00:00,41
2021-03-01 00:00:00,55
2021-04-01 00:00:00,14
2021-05-01 00:00:00,24
2021-06-01 00:00:00,26
2021-07-01 00:00:00,33
2021-09-01 00:00:00,13
2021-10-01 00:00:00,26
2021-11-01 00:00:00,26
2021-12-01 00:00:00,24
2022-01-01 00:00:00,15
2022-03-01 00:00:00,29
2022-04-01 00:00:00,18
2022-05-01 00:00:00,58
2022-06-01 00:00:00,20
2022-08-01 00:00:00,25
2022-10-01 00:00:00,12
2022-11-01 00:00:00,49
2022-12-01 00:00:00,26
