,MVT_GT_Omaha NE
2015-01-01 00:00:00,32
2015-02-01 00:00:00,100
2015-04-01 00:00:00,42
2015-10-01 00:00:00,53
2015-11-01 00:00:00,24
2016-02-01 00:00:00,48
2016-03-01 00:00:00,31
2016-07-01 00:00:00,32
2016-08-01 00:00:00,38
2016-10-01 00:00:00,21
2016-11-01 00:00:00,21
2016-12-01 00:00:00,75
2017-02-01 00:00:00,36
2017-03-01 00:00:00,57
2017-04-01 00:00:00,53
2017-06-01 00:00:00,35
2017-08-01 00:00:00,18
2017-10-01 00:00:00,33
2017-12-01 00:00:00,52
2018-02-01 00:00:00,17
2018-05-01 00:00:00,27
2018-06-01 00:00:00,34
2018-07-01 00:00:00,31
2018-08-01 00:00:00,31
2018-09-01 00:00:00,37
2019-01-01 00:00:00,36
2019-02-01 00:00:00,17
2019-04-01 00:00:00,45
2019-05-01 00:00:00,22
2019-06-01 00:00:00,33
2019-07-01 00:00:00,35
2019-08-01 00:00:00,35
2019-09-01 00:00:00,27
2019-11-01 00:00:00,45
2020-01-01 00:00:00,20
2020-02-01 00:00:00,25
2020-04-01 00:00:00,29
2020-05-01 00:00:00,23
2020-06-01 00:00:00,34
2020-07-01 00:00:00,14
2020-08-01 00:00:00,31
2020-09-01 00:00:00,28
2020-10-01 00:00:00,37
2020-11-01 00:00:00,19
2020-12-01 00:00:00,30
2021-01-01 00:00:00,32
2021-02-01 00:00:00,24
2021-04-01 00:00:00,40
2021-08-01 00:00:00,34
2021-09-01 00:00:00,30
2021-10-01 00:00:00,65
2021-12-01 00:00:00,28
2022-02-01 00:00:00,54
2022-03-01 00:00:00,30
2022-04-01 00:00:00,51
2022-05-01 00:00:00,37
2022-06-01 00:00:00,43
2022-07-01 00:00:00,28
2022-08-01 00:00:00,38
2022-09-01 00:00:00,28
2022-10-01 00:00:00,44
2022-11-01 00:00:00,36
2022-12-01 00:00:00,34
