,MVT_GT_Columbus OH
2015-01-01 00:00:00,30
2015-02-01 00:00:00,18
2015-03-01 00:00:00,85
2015-04-01 00:00:00,22
2015-05-01 00:00:00,32
2015-07-01 00:00:00,48
2015-10-01 00:00:00,49
2015-11-01 00:00:00,24
2016-01-01 00:00:00,35
2016-02-01 00:00:00,38
2016-03-01 00:00:00,38
2016-05-01 00:00:00,26
2016-07-01 00:00:00,44
2016-08-01 00:00:00,35
2016-09-01 00:00:00,33
2016-10-01 00:00:00,51
2016-11-01 00:00:00,44
2017-01-01 00:00:00,40
2017-02-01 00:00:00,41
2017-03-01 00:00:00,22
2017-04-01 00:00:00,29
2017-06-01 00:00:00,42
2017-07-01 00:00:00,19
2017-08-01 00:00:00,22
2017-09-01 00:00:00,16
2017-10-01 00:00:00,13
2017-11-01 00:00:00,43
2018-01-01 00:00:00,45
2018-02-01 00:00:00,40
2018-05-01 00:00:00,46
2018-08-01 00:00:00,50
2018-10-01 00:00:00,13
2018-11-01 00:00:00,52
2018-12-01 00:00:00,53
2019-01-01 00:00:00,54
2019-02-01 00:00:00,25
2019-03-01 00:00:00,28
2019-04-01 00:00:00,31
2019-05-01 00:00:00,46
2019-06-01 00:00:00,32
2019-07-01 00:00:00,21
2019-08-01 00:00:00,39
2019-09-01 00:00:00,71
2019-10-01 00:00:00,25
2019-11-01 00:00:00,11
2019-12-01 00:00:00,56
2020-01-01 00:00:00,39
2020-02-01 00:00:00,52
2020-04-01 00:00:00,70
2020-05-01 00:00:00,26
2020-06-01 00:00:00,22
2020-07-01 00:00:00,71
2020-08-01 00:00:00,45
2020-09-01 00:00:00,27
2020-10-01 00:00:00,22
2020-11-01 00:00:00,29
2020-12-01 00:00:00,28
2021-01-01 00:00:00,55
2021-02-01 00:00:00,41
2021-03-01 00:00:00,96
2021-05-01 00:00:00,21
2021-06-01 00:00:00,37
2021-07-01 00:00:00,87
2021-08-01 00:00:00,36
2021-09-01 00:00:00,59
2021-10-01 00:00:00,34
2021-11-01 00:00:00,18
2021-12-01 00:00:00,44
2022-01-01 00:00:00,80
2022-02-01 00:00:00,63
2022-03-01 00:00:00,72
2022-04-01 00:00:00,37
2022-05-01 00:00:00,61
2022-06-01 00:00:00,87
2022-07-01 00:00:00,92
2022-08-01 00:00:00,57
2022-09-01 00:00:00,65
2022-10-01 00:00:00,75
2022-11-01 00:00:00,70
2022-12-01 00:00:00,100
