,MVT_GT_Cincinnati OH
06/01/2015 00:00:00,81
08/01/2015 00:00:00,48
03/01/2016 00:00:00,89
05/01/2016 00:00:00,38
06/01/2016 00:00:00,56
07/01/2016 00:00:00,44
10/01/2016 00:00:00,58
11/01/2016 00:00:00,36
12/01/2016 00:00:00,37
01/01/2017 00:00:00,38
03/01/2017 00:00:00,45
06/01/2017 00:00:00,47
07/01/2017 00:00:00,47
09/01/2017 00:00:00,44
10/01/2017 00:00:00,64
11/01/2017 00:00:00,39
12/01/2017 00:00:00,40
03/01/2018 00:00:00,53
06/01/2018 00:00:00,31
08/01/2018 00:00:00,71
09/01/2018 00:00:00,41
10/01/2018 00:00:00,52
12/01/2018 00:00:00,31
01/01/2019 00:00:00,50
02/01/2019 00:00:00,46
04/01/2019 00:00:00,38
05/01/2019 00:00:00,38
06/01/2019 00:00:00,40
08/01/2019 00:00:00,52
09/01/2019 00:00:00,39
10/01/2019 00:00:00,30
11/01/2019 00:00:00,39
12/01/2019 00:00:00,46
01/01/2020 00:00:00,48
02/01/2020 00:00:00,36
03/01/2020 00:00:00,30
04/01/2020 00:00:00,46
05/01/2020 00:00:00,31
06/01/2020 00:00:00,43
07/01/2020 00:00:00,35
08/01/2020 00:00:00,50
09/01/2020 00:00:00,35
10/01/2020 00:00:00,28
11/01/2020 00:00:00,39
12/01/2020 00:00:00,41
01/01/2021 00:00:00,41
02/01/2021 00:00:00,50
05/01/2021 00:00:00,41
06/01/2021 00:00:00,53
07/01/2021 00:00:00,51
08/01/2021 00:00:00,53
10/01/2021 00:00:00,53
11/01/2021 00:00:00,47
01/01/2022 00:00:00,47
02/01/2022 00:00:00,34
03/01/2022 00:00:00,67
04/01/2022 00:00:00,51
05/01/2022 00:00:00,36
06/01/2022 00:00:00,28
07/01/2022 00:00:00,68
08/01/2022 00:00:00,74
09/01/2022 00:00:00,100
10/01/2022 00:00:00,47
11/01/2022 00:00:00,29
12/01/2022 00:00:00,80
