,MVT_GT_Tulsa OK
2015-05-01 00:00:00,25
2015-06-01 00:00:00,97
2015-07-01 00:00:00,56
2015-10-01 00:00:00,100
2015-11-01 00:00:00,16
2016-06-01 00:00:00,34
2016-07-01 00:00:00,88
2016-08-01 00:00:00,34
2016-09-01 00:00:00,29
2016-11-01 00:00:00,42
2016-12-01 00:00:00,31
2017-04-01 00:00:00,36
2017-07-01 00:00:00,50
2017-08-01 00:00:00,12
2017-10-01 00:00:00,16
2017-12-01 00:00:00,29
2018-01-01 00:00:00,23
2018-02-01 00:00:00,33
2018-04-01 00:00:00,39
2018-05-01 00:00:00,44
2018-08-01 00:00:00,49
2018-09-01 00:00:00,46
2018-10-01 00:00:00,45
2018-11-01 00:00:00,43
2018-12-01 00:00:00,51
2019-01-01 00:00:00,19
2019-04-01 00:00:00,39
2019-05-01 00:00:00,17
2019-06-01 00:00:00,62
2019-07-01 00:00:00,18
2019-08-01 00:00:00,58
2019-09-01 00:00:00,45
2019-10-01 00:00:00,49
2019-11-01 00:00:00,32
2019-12-01 00:00:00,38
2020-01-01 00:00:00,27
2020-02-01 00:00:00,17
2020-06-01 00:00:00,28
2020-07-01 00:00:00,38
2020-08-01 00:00:00,33
2020-09-01 00:00:00,26
2020-10-01 00:00:00,43
2020-11-01 00:00:00,42
2021-01-01 00:00:00,74
2021-02-01 00:00:00,42
2021-03-01 00:00:00,58
2021-04-01 00:00:00,48
2021-06-01 00:00:00,42
2021-08-01 00:00:00,22
2021-09-01 00:00:00,52
2021-10-01 00:00:00,33
2022-01-01 00:00:00,73
2022-02-01 00:00:00,35
2022-04-01 00:00:00,36
2022-05-01 00:00:00,63
2022-06-01 00:00:00,51
2022-07-01 00:00:00,25
2022-08-01 00:00:00,22
2022-09-01 00:00:00,44
2022-10-01 00:00:00,24
2022-12-01 00:00:00,29
