,MVT_GT_El Paso TX
2015-07-01 00:00:00,27
2015-09-01 00:00:00,82
2015-11-01 00:00:00,92
2016-04-01 00:00:00,100
2016-05-01 00:00:00,25
2016-07-01 00:00:00,36
2016-09-01 00:00:00,33
2016-12-01 00:00:00,33
2017-01-01 00:00:00,62
2017-03-01 00:00:00,37
2017-04-01 00:00:00,38
2017-05-01 00:00:00,20
2017-07-01 00:00:00,46
2017-09-01 00:00:00,65
2017-11-01 00:00:00,37
2017-12-01 00:00:00,62
2018-03-01 00:00:00,36
2018-05-01 00:00:00,22
2018-06-01 00:00:00,22
2018-09-01 00:00:00,70
2018-10-01 00:00:00,48
2018-11-01 00:00:00,42
2019-01-01 00:00:00,45
2019-03-01 00:00:00,23
2019-07-01 00:00:00,71
2019-08-01 00:00:00,25
2019-09-01 00:00:00,80
2019-11-01 00:00:00,25
2020-01-01 00:00:00,31
2020-02-01 00:00:00,40
2020-03-01 00:00:00,24
2020-05-01 00:00:00,47
2020-06-01 00:00:00,35
2020-07-01 00:00:00,31
2020-09-01 00:00:00,22
2020-12-01 00:00:00,28
2021-02-01 00:00:00,35
2021-03-01 00:00:00,24
2021-05-01 00:00:00,79
2021-06-01 00:00:00,27
2021-07-01 00:00:00,27
2021-08-01 00:00:00,60
2021-09-01 00:00:00,31
2021-10-01 00:00:00,47
2021-12-01 00:00:00,42
2022-02-01 00:00:00,49
2022-03-01 00:00:00,42
2022-04-01 00:00:00,74
2022-05-01 00:00:00,50
2022-06-01 00:00:00,15
2022-10-01 00:00:00,48
2022-12-01 00:00:00,65
