,MVT_GT_Colorado Springs-Pueblo CO
2015-01-01 00:00:00,28
2015-04-01 00:00:00,22
2015-05-01 00:00:00,48
2015-06-01 00:00:00,30
2015-09-01 00:00:00,26
2015-10-01 00:00:00,59
2016-01-01 00:00:00,51
2016-04-01 00:00:00,30
2016-05-01 00:00:00,100
2016-09-01 00:00:00,16
2016-10-01 00:00:00,17
2017-01-01 00:00:00,22
2017-02-01 00:00:00,28
2017-03-01 00:00:00,14
2017-05-01 00:00:00,15
2017-08-01 00:00:00,16
2017-10-01 00:00:00,59
2017-11-01 00:00:00,23
2017-12-01 00:00:00,16
2018-01-01 00:00:00,26
2018-02-01 00:00:00,14
2018-05-01 00:00:00,46
2018-06-01 00:00:00,49
2018-07-01 00:00:00,62
2018-09-01 00:00:00,38
2018-10-01 00:00:00,22
2018-12-01 00:00:00,17
2019-01-01 00:00:00,11
2019-02-01 00:00:00,16
2019-03-01 00:00:00,19
2019-06-01 00:00:00,13
2019-07-01 00:00:00,65
2019-08-01 00:00:00,17
2019-10-01 00:00:00,15
2019-11-01 00:00:00,27
2019-12-01 00:00:00,29
2020-01-01 00:00:00,25
2020-02-01 00:00:00,27
2020-04-01 00:00:00,10
2020-05-01 00:00:00,13
2020-06-01 00:00:00,19
2020-07-01 00:00:00,21
2020-08-01 00:00:00,18
2020-09-01 00:00:00,41
2020-11-01 00:00:00,30
2020-12-01 00:00:00,26
2021-02-01 00:00:00,29
2021-04-01 00:00:00,11
2021-05-01 00:00:00,21
2021-07-01 00:00:00,31
2021-09-01 00:00:00,53
2021-12-01 00:00:00,17
2022-01-01 00:00:00,22
2022-02-01 00:00:00,20
2022-04-01 00:00:00,14
2022-05-01 00:00:00,23
2022-07-01 00:00:00,24
2022-08-01 00:00:00,16
2022-09-01 00:00:00,22
2022-11-01 00:00:00,20
