,MVT_GT_Cincinnati OH
10/01/2015 00:00:00,59
01/01/2016 00:00:00,67
02/01/2016 00:00:00,46
03/01/2016 00:00:00,82
06/01/2016 00:00:00,75
07/01/2016 00:00:00,63
09/01/2016 00:00:00,62
10/01/2016 00:00:00,59
01/01/2017 00:00:00,65
02/01/2017 00:00:00,46
03/01/2017 00:00:00,33
06/01/2017 00:00:00,69
07/01/2017 00:00:00,67
08/01/2017 00:00:00,47
10/01/2017 00:00:00,46
11/01/2017 00:00:00,55
12/01/2017 00:00:00,89
03/01/2018 00:00:00,78
05/01/2018 00:00:00,44
07/01/2018 00:00:00,37
08/01/2018 00:00:00,68
09/01/2018 00:00:00,42
10/01/2018 00:00:00,39
01/01/2019 00:00:00,50
02/01/2019 00:00:00,61
04/01/2019 00:00:00,46
07/01/2019 00:00:00,47
08/01/2019 00:00:00,84
09/01/2019 00:00:00,50
10/01/2019 00:00:00,42
11/01/2019 00:00:00,46
12/01/2019 00:00:00,40
01/01/2020 00:00:00,88
02/01/2020 00:00:00,55
03/01/2020 00:00:00,44
05/01/2020 00:00:00,40
07/01/2020 00:00:00,38
08/01/2020 00:00:00,60
10/01/2020 00:00:00,48
11/01/2020 00:00:00,31
12/01/2020 00:00:00,60
01/01/2021 00:00:00,42
02/01/2021 00:00:00,42
03/01/2021 00:00:00,57
06/01/2021 00:00:00,100
09/01/2021 00:00:00,57
10/01/2021 00:00:00,95
11/01/2021 00:00:00,52
12/01/2021 00:00:00,73
01/01/2022 00:00:00,60
02/01/2022 00:00:00,38
03/01/2022 00:00:00,54
04/01/2022 00:00:00,52
05/01/2022 00:00:00,40
06/01/2022 00:00:00,45
07/01/2022 00:00:00,98
08/01/2022 00:00:00,80
09/01/2022 00:00:00,91
10/01/2022 00:00:00,91
11/01/2022 00:00:00,34
12/01/2022 00:00:00,94
