,MVT_GT_Tucson AZ
2015-02-01 00:00:00,22
2015-06-01 00:00:00,28
2015-07-01 00:00:00,30
2016-01-01 00:00:00,48
2016-03-01 00:00:00,32
2016-04-01 00:00:00,29
2016-07-01 00:00:00,44
2016-12-01 00:00:00,17
2017-01-01 00:00:00,34
2017-02-01 00:00:00,24
2017-04-01 00:00:00,36
2017-05-01 00:00:00,20
2017-06-01 00:00:00,32
2017-07-01 00:00:00,19
2017-08-01 00:00:00,14
2017-10-01 00:00:00,75
2017-11-01 00:00:00,33
2017-12-01 00:00:00,22
2018-01-01 00:00:00,26
2018-04-01 00:00:00,44
2018-07-01 00:00:00,43
2018-12-01 00:00:00,17
2019-02-01 00:00:00,17
2019-03-01 00:00:00,41
2019-04-01 00:00:00,39
2019-05-01 00:00:00,25
2019-08-01 00:00:00,18
2019-09-01 00:00:00,13
2019-12-01 00:00:00,30
2020-01-01 00:00:00,35
2020-05-01 00:00:00,100
2020-08-01 00:00:00,26
2020-09-01 00:00:00,17
2020-10-01 00:00:00,26
2020-11-01 00:00:00,13
2021-04-01 00:00:00,14
2021-05-01 00:00:00,23
2021-08-01 00:00:00,19
2021-09-01 00:00:00,27
2021-10-01 00:00:00,21
2021-11-01 00:00:00,20
2021-12-01 00:00:00,19
2022-01-01 00:00:00,37
2022-03-01 00:00:00,25
2022-04-01 00:00:00,23
2022-05-01 00:00:00,19
2022-06-01 00:00:00,29
2022-08-01 00:00:00,28
2022-09-01 00:00:00,16
2022-11-01 00:00:00,16
