,MVT_GT_Cincinnati OH
02/01/2015 00:00:00,79
12/01/2015 00:00:00,55
03/01/2016 00:00:00,66
06/01/2016 00:00:00,57
07/01/2016 00:00:00,59
08/01/2016 00:00:00,46
10/01/2016 00:00:00,59
11/01/2016 00:00:00,56
01/01/2017 00:00:00,47
03/01/2017 00:00:00,52
06/01/2017 00:00:00,42
07/01/2017 00:00:00,72
08/01/2017 00:00:00,50
12/01/2017 00:00:00,51
01/01/2018 00:00:00,32
02/01/2018 00:00:00,55
03/01/2018 00:00:00,55
04/01/2018 00:00:00,52
08/01/2018 00:00:00,82
12/01/2018 00:00:00,34
02/01/2019 00:00:00,49
04/01/2019 00:00:00,47
05/01/2019 00:00:00,38
07/01/2019 00:00:00,38
08/01/2019 00:00:00,67
09/01/2019 00:00:00,64
10/01/2019 00:00:00,43
11/01/2019 00:00:00,43
12/01/2019 00:00:00,48
01/01/2020 00:00:00,41
03/01/2020 00:00:00,34
05/01/2020 00:00:00,39
06/01/2020 00:00:00,44
07/01/2020 00:00:00,36
09/01/2020 00:00:00,35
10/01/2020 00:00:00,32
12/01/2020 00:00:00,42
01/01/2021 00:00:00,41
02/01/2021 00:00:00,37
03/01/2021 00:00:00,50
06/01/2021 00:00:00,83
08/01/2021 00:00:00,36
09/01/2021 00:00:00,43
10/01/2021 00:00:00,100
11/01/2021 00:00:00,54
12/01/2021 00:00:00,44
01/01/2022 00:00:00,55
02/01/2022 00:00:00,37
03/01/2022 00:00:00,80
04/01/2022 00:00:00,47
05/01/2022 00:00:00,43
06/01/2022 00:00:00,37
07/01/2022 00:00:00,67
08/01/2022 00:00:00,69
09/01/2022 00:00:00,90
10/01/2022 00:00:00,70
12/01/2022 00:00:00,93
