,MVT_GT_Jacksonville FL
2015-01-01 00:00:00,52
2015-02-01 00:00:00,65
2015-03-01 00:00:00,88
2015-04-01 00:00:00,92
2015-05-01 00:00:00,38
2015-11-01 00:00:00,35
2015-12-01 00:00:00,54
2016-03-01 00:00:00,34
2016-04-01 00:00:00,85
2016-06-01 00:00:00,45
2016-07-01 00:00:00,100
2016-08-01 00:00:00,24
2016-10-01 00:00:00,25
2016-11-01 00:00:00,39
2017-01-01 00:00:00,18
2017-03-01 00:00:00,24
2017-04-01 00:00:00,85
2017-05-01 00:00:00,40
2017-06-01 00:00:00,19
2017-07-01 00:00:00,64
2018-01-01 00:00:00,20
2018-03-01 00:00:00,32
2018-04-01 00:00:00,35
2018-05-01 00:00:00,18
2018-07-01 00:00:00,24
2018-08-01 00:00:00,23
2018-10-01 00:00:00,31
2018-11-01 00:00:00,29
2018-12-01 00:00:00,90
2019-01-01 00:00:00,23
2019-02-01 00:00:00,20
2019-03-01 00:00:00,26
2019-05-01 00:00:00,52
2019-06-01 00:00:00,42
2019-07-01 00:00:00,31
2019-08-01 00:00:00,25
2019-11-01 00:00:00,53
2019-12-01 00:00:00,48
2020-01-01 00:00:00,54
2020-03-01 00:00:00,22
2020-06-01 00:00:00,61
2020-07-01 00:00:00,25
2020-10-01 00:00:00,16
2020-12-01 00:00:00,44
2021-01-01 00:00:00,31
2021-03-01 00:00:00,26
2021-04-01 00:00:00,72
2021-06-01 00:00:00,33
2021-08-01 00:00:00,18
2021-09-01 00:00:00,26
2021-10-01 00:00:00,32
2021-11-01 00:00:00,28
2021-12-01 00:00:00,19
2022-01-01 00:00:00,40
2022-02-01 00:00:00,43
2022-03-01 00:00:00,21
2022-04-01 00:00:00,38
2022-05-01 00:00:00,11
2022-06-01 00:00:00,20
2022-07-01 00:00:00,34
2022-08-01 00:00:00,22
2022-09-01 00:00:00,49
2022-10-01 00:00:00,43
2022-11-01 00:00:00,41
2022-12-01 00:00:00,30
