,MVT_GT_Wichita-Hutchinson KS
2015-02-01 00:00:00,34
2015-05-01 00:00:00,86
2015-06-01 00:00:00,61
2015-07-01 00:00:00,51
2016-01-01 00:00:00,54
2016-02-01 00:00:00,54
2016-04-01 00:00:00,28
2016-08-01 00:00:00,100
2016-09-01 00:00:00,51
2016-11-01 00:00:00,44
2016-12-01 00:00:00,27
2017-01-01 00:00:00,52
2017-04-01 00:00:00,44
2017-06-01 00:00:00,24
2017-08-01 00:00:00,27
2017-09-01 00:00:00,52
2017-11-01 00:00:00,48
2017-12-01 00:00:00,38
2018-02-01 00:00:00,64
2018-04-01 00:00:00,25
2018-06-01 00:00:00,31
2018-08-01 00:00:00,48
2018-09-01 00:00:00,34
2018-10-01 00:00:00,40
2018-12-01 00:00:00,75
2019-02-01 00:00:00,41
2019-04-01 00:00:00,41
2019-05-01 00:00:00,39
2019-06-01 00:00:00,38
2019-07-01 00:00:00,53
2019-09-01 00:00:00,32
2019-12-01 00:00:00,23
2020-02-01 00:00:00,33
2020-05-01 00:00:00,64
2020-12-01 00:00:00,53
2021-01-01 00:00:00,43
2021-03-01 00:00:00,49
2021-07-01 00:00:00,26
2021-09-01 00:00:00,67
2021-10-01 00:00:00,34
2021-11-01 00:00:00,26
2021-12-01 00:00:00,31
2022-02-01 00:00:00,36
2022-03-01 00:00:00,19
2022-06-01 00:00:00,51
2022-08-01 00:00:00,42
2022-12-01 00:00:00,73
