,MVT_GT_Tucson AZ
2015-01-01 00:00:00,30
2015-02-01 00:00:00,20
2015-03-01 00:00:00,21
2015-04-01 00:00:00,59
2015-07-01 00:00:00,57
2015-08-01 00:00:00,28
2015-11-01 00:00:00,43
2016-01-01 00:00:00,47
2016-04-01 00:00:00,16
2016-05-01 00:00:00,21
2016-07-01 00:00:00,26
2017-01-01 00:00:00,18
2017-03-01 00:00:00,26
2017-04-01 00:00:00,19
2017-05-01 00:00:00,16
2017-09-01 00:00:00,77
2017-11-01 00:00:00,14
2018-04-01 00:00:00,38
2018-08-01 00:00:00,14
2018-10-01 00:00:00,34
2018-11-01 00:00:00,18
2018-12-01 00:00:00,21
2019-01-01 00:00:00,39
2019-03-01 00:00:00,32
2019-05-01 00:00:00,20
2019-09-01 00:00:00,21
2019-10-01 00:00:00,51
2020-01-01 00:00:00,12
2020-02-01 00:00:00,100
2020-04-01 00:00:00,13
2020-05-01 00:00:00,26
2020-08-01 00:00:00,14
2020-09-01 00:00:00,19
2020-10-01 00:00:00,12
2021-02-01 00:00:00,67
2021-04-01 00:00:00,13
2021-05-01 00:00:00,30
2021-11-01 00:00:00,35
2022-03-01 00:00:00,46
2022-04-01 00:00:00,29
2022-05-01 00:00:00,31
2022-07-01 00:00:00,22
2022-08-01 00:00:00,21
2022-09-01 00:00:00,18
2022-11-01 00:00:00,16
2022-12-01 00:00:00,30
