,MVT_GT_Columbus OH
2015-02-01 00:00:00,43
2015-03-01 00:00:00,33
2015-05-01 00:00:00,48
2015-10-01 00:00:00,25
2015-12-01 00:00:00,59
2016-01-01 00:00:00,14
2016-02-01 00:00:00,22
2016-03-01 00:00:00,33
2016-04-01 00:00:00,45
2016-05-01 00:00:00,27
2016-06-01 00:00:00,29
2016-07-01 00:00:00,38
2016-09-01 00:00:00,26
2016-10-01 00:00:00,26
2016-11-01 00:00:00,40
2017-01-01 00:00:00,40
2017-02-01 00:00:00,15
2017-03-01 00:00:00,36
2017-04-01 00:00:00,50
2017-05-01 00:00:00,27
2017-06-01 00:00:00,23
2017-10-01 00:00:00,36
2017-11-01 00:00:00,28
2017-12-01 00:00:00,45
2018-01-01 00:00:00,37
2018-06-01 00:00:00,28
2018-07-01 00:00:00,16
2018-08-01 00:00:00,56
2018-11-01 00:00:00,46
2018-12-01 00:00:00,58
2019-01-01 00:00:00,17
2019-02-01 00:00:00,23
2019-03-01 00:00:00,25
2019-04-01 00:00:00,21
2019-05-01 00:00:00,37
2019-06-01 00:00:00,30
2019-07-01 00:00:00,41
2019-08-01 00:00:00,57
2019-09-01 00:00:00,67
2019-10-01 00:00:00,41
2019-11-01 00:00:00,43
2019-12-01 00:00:00,11
2020-01-01 00:00:00,31
2020-02-01 00:00:00,14
2020-03-01 00:00:00,28
2020-04-01 00:00:00,25
2020-05-01 00:00:00,15
2020-06-01 00:00:00,25
2020-07-01 00:00:00,18
2020-09-01 00:00:00,28
2020-10-01 00:00:00,15
2020-11-01 00:00:00,32
2021-01-01 00:00:00,43
2021-02-01 00:00:00,40
2021-03-01 00:00:00,63
2021-05-01 00:00:00,11
2021-06-01 00:00:00,62
2021-07-01 00:00:00,55
2021-08-01 00:00:00,53
2021-09-01 00:00:00,25
2021-10-01 00:00:00,22
2021-11-01 00:00:00,22
2021-12-01 00:00:00,35
2022-01-01 00:00:00,89
2022-02-01 00:00:00,64
2022-03-01 00:00:00,69
2022-04-01 00:00:00,47
2022-05-01 00:00:00,81
2022-06-01 00:00:00,72
2022-07-01 00:00:00,100
2022-08-01 00:00:00,52
2022-09-01 00:00:00,77
2022-10-01 00:00:00,63
2022-11-01 00:00:00,45
2022-12-01 00:00:00,100
