,MVT_GT_Cincinnati OH
02/01/2016 00:00:00,49
03/01/2016 00:00:00,65
06/01/2016 00:00:00,55
10/01/2016 00:00:00,80
11/01/2016 00:00:00,69
12/01/2016 00:00:00,42
02/01/2017 00:00:00,42
03/01/2017 00:00:00,40
06/01/2017 00:00:00,45
07/01/2017 00:00:00,61
08/01/2017 00:00:00,50
12/01/2017 00:00:00,51
02/01/2018 00:00:00,42
03/01/2018 00:00:00,53
04/01/2018 00:00:00,35
05/01/2018 00:00:00,33
07/01/2018 00:00:00,46
08/01/2018 00:00:00,65
09/01/2018 00:00:00,59
10/01/2018 00:00:00,32
12/01/2018 00:00:00,35
02/01/2019 00:00:00,51
04/01/2019 00:00:00,40
05/01/2019 00:00:00,38
07/01/2019 00:00:00,59
08/01/2019 00:00:00,53
09/01/2019 00:00:00,35
10/01/2019 00:00:00,41
11/01/2019 00:00:00,55
12/01/2019 00:00:00,46
01/01/2020 00:00:00,54
02/01/2020 00:00:00,39
03/01/2020 00:00:00,40
04/01/2020 00:00:00,32
05/01/2020 00:00:00,36
07/01/2020 00:00:00,35
08/01/2020 00:00:00,53
10/01/2020 00:00:00,31
11/01/2020 00:00:00,42
12/01/2020 00:00:00,67
02/01/2021 00:00:00,31
03/01/2021 00:00:00,46
05/01/2021 00:00:00,32
06/01/2021 00:00:00,62
07/01/2021 00:00:00,48
09/01/2021 00:00:00,64
10/01/2021 00:00:00,76
11/01/2021 00:00:00,52
01/01/2022 00:00:00,48
02/01/2022 00:00:00,88
03/01/2022 00:00:00,74
04/01/2022 00:00:00,62
05/01/2022 00:00:00,34
06/01/2022 00:00:00,34
07/01/2022 00:00:00,100
08/01/2022 00:00:00,76
09/01/2022 00:00:00,86
10/01/2022 00:00:00,89
11/01/2022 00:00:00,30
12/01/2022 00:00:00,96
