,MVT_GT_New Orleans LA
07/01/2015 00:00:00,71
10/01/2015 00:00:00,60
05/01/2016 00:00:00,35
06/01/2016 00:00:00,68
08/01/2016 00:00:00,42
11/01/2016 00:00:00,37
01/01/2017 00:00:00,38
02/01/2017 00:00:00,45
06/01/2017 00:00:00,38
10/01/2017 00:00:00,32
12/01/2017 00:00:00,38
02/01/2018 00:00:00,69
03/01/2018 00:00:00,33
05/01/2018 00:00:00,35
06/01/2018 00:00:00,35
08/01/2018 00:00:00,45
09/01/2018 00:00:00,35
11/01/2018 00:00:00,32
12/01/2018 00:00:00,35
01/01/2019 00:00:00,50
05/01/2019 00:00:00,33
06/01/2019 00:00:00,30
07/01/2019 00:00:00,60
01/01/2020 00:00:00,46
02/01/2020 00:00:00,31
03/01/2020 00:00:00,26
04/01/2020 00:00:00,42
05/01/2020 00:00:00,25
06/01/2020 00:00:00,28
07/01/2020 00:00:00,60
08/01/2020 00:00:00,29
10/01/2020 00:00:00,52
04/01/2021 00:00:00,36
05/01/2021 00:00:00,35
09/01/2021 00:00:00,100
11/01/2021 00:00:00,31
12/01/2021 00:00:00,35
02/01/2022 00:00:00,33
03/01/2022 00:00:00,33
04/01/2022 00:00:00,49
05/01/2022 00:00:00,33
07/01/2022 00:00:00,61
09/01/2022 00:00:00,38
10/01/2022 00:00:00,50
11/01/2022 00:00:00,29
12/01/2022 00:00:00,52
