,MVT_GT_New Orleans LA
04/01/2015 00:00:00,50
11/01/2015 00:00:00,77
04/01/2016 00:00:00,50
06/01/2016 00:00:00,56
08/01/2016 00:00:00,49
02/01/2017 00:00:00,52
06/01/2017 00:00:00,35
08/01/2017 00:00:00,40
12/01/2017 00:00:00,36
02/01/2018 00:00:00,81
05/01/2018 00:00:00,32
08/01/2018 00:00:00,37
12/01/2018 00:00:00,100
01/01/2019 00:00:00,71
05/01/2019 00:00:00,43
06/01/2019 00:00:00,54
07/01/2019 00:00:00,39
11/01/2019 00:00:00,33
12/01/2019 00:00:00,29
01/01/2020 00:00:00,55
02/01/2020 00:00:00,34
03/01/2020 00:00:00,56
04/01/2020 00:00:00,57
05/01/2020 00:00:00,38
07/01/2020 00:00:00,29
08/01/2020 00:00:00,40
10/01/2020 00:00:00,29
12/01/2020 00:00:00,35
01/01/2021 00:00:00,28
03/01/2021 00:00:00,29
04/01/2021 00:00:00,37
12/01/2021 00:00:00,34
01/01/2022 00:00:00,36
02/01/2022 00:00:00,62
03/01/2022 00:00:00,51
04/01/2022 00:00:00,55
05/01/2022 00:00:00,41
07/01/2022 00:00:00,56
08/01/2022 00:00:00,34
09/01/2022 00:00:00,35
10/01/2022 00:00:00,43
11/01/2022 00:00:00,33
12/01/2022 00:00:00,34
