,MVT_GT_New Orleans LA
09/01/2015 00:00:00,100
02/01/2016 00:00:00,32
03/01/2016 00:00:00,40
08/01/2016 00:00:00,50
10/01/2016 00:00:00,26
02/01/2017 00:00:00,30
06/01/2017 00:00:00,32
08/01/2017 00:00:00,43
09/01/2017 00:00:00,27
12/01/2017 00:00:00,32
02/01/2018 00:00:00,37
04/01/2018 00:00:00,31
08/01/2018 00:00:00,25
11/01/2018 00:00:00,45
12/01/2018 00:00:00,63
03/01/2019 00:00:00,22
05/01/2019 00:00:00,36
06/01/2019 00:00:00,37
07/01/2019 00:00:00,40
11/01/2019 00:00:00,26
12/01/2019 00:00:00,27
01/01/2020 00:00:00,58
04/01/2020 00:00:00,45
05/01/2020 00:00:00,20
06/01/2020 00:00:00,22
07/01/2020 00:00:00,40
08/01/2020 00:00:00,19
09/01/2020 00:00:00,26
04/01/2021 00:00:00,24
05/01/2021 00:00:00,44
11/01/2021 00:00:00,36
12/01/2021 00:00:00,22
01/01/2022 00:00:00,60
02/01/2022 00:00:00,39
03/01/2022 00:00:00,34
04/01/2022 00:00:00,47
05/01/2022 00:00:00,24
07/01/2022 00:00:00,49
08/01/2022 00:00:00,23
10/01/2022 00:00:00,31
11/01/2022 00:00:00,37
12/01/2022 00:00:00,49
